ID,Group,Credit,Title,Prof,Time,Description,URL
37514,8,0,دانش خانواده و جمعیت,امید آهنچی مرکز,,"گروه آقایان؛ الویت با فارغ التحصیلان است .ساعت مشاوره: سه شنبه ها 13 الی15،نمره این درس بصورت ""قبول ""یا ""مردود""در کارنامه درج میشود.منابع درسی جهت امتحان از طریق ایمیل متعاقبا به اطلاع خواهد رسید.",vc.sharif.edu/ahanchi
37515,1,2,دانش خانواده و جمعیت,میترا کلانتری,چهارشنبه 15 تا 17,گروه خانم‌ها؛ در صورت اخذ این درس نیازی به اخذ درس دانش خانواده وجمعیت صفر واحدی(37514) نیست. ارزشیابی این درس بصورت نمره در کارنامه بوده و درمعدل دانشجو موثر می باشد.,vc.sharif.edu/kalantari
37515,2,2,دانش خانواده و جمعیت,اصغر نوروزی,چهارشنبه 15 تا 17,گروه آقایان؛ در صورت اخذ این درس نیازی به اخذ درس دانش خانواده وجمعیت صفر واحدی(37514) نیست. ارزشیابی این درس بصورت نمره در کارنامه بوده و درمعدل دانشجو موثر می باشد.,
37618,2,2,تاریخ فرهنگ و تمدن اسلام و ایران ,سعید طاوسی مسرور,یک‌شنبه 17 تا 19,گروه آقایان -  دقت شود با دروس : تاریخ تحلیلی صدراسلام و  تاریخ امامت ؛ مشترک است .,vc.sharif.edu/saeed.tavoosi
37618,4,2,تاریخ فرهنگ و تمدن اسلام و ایران ,جعفر آقایانی چاوشی,سه‌شنبه 13 تا 15,گروه آقایان ، دقت شود با دروس : تاریخ تحلیلی صدراسلام و  تاریخ امامت ؛ مشترک است .,https://vc.sharif.edu/ch/jchavoshi
37620,1,2,تاریخ تحلیلی صدر اسلام,مونس سیاح,سه‌شنبه 13 تا 15,مخصوص ورودی ها - گروه خانم‌ها ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی ؛ مشترک است.,
37620,2,2,تاریخ تحلیلی صدر اسلام,ابوالفضل عابدینی لیواری,شنبه 10:30 تا 12:30,گروه آقایان ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی، مشترک است .,vc.sharif.edu/abedini1950
37620,4,2,تاریخ تحلیلی صدر اسلام,ابوالفضل عابدینی لیواری,شنبه 13 تا 15,گروه آقایان ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی؛ مشترک است .,vc.sharif.edu/abedini1950
37620,6,2,تاریخ تحلیلی صدر اسلام,ابوالفضل عابدینی لیواری,شنبه 15 تا 17,گروه آقایان ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی؛ مشترک است .,vc.sharif.edu/abedini1950
37620,8,2,تاریخ تحلیلی صدر اسلام,ابوالفضل عابدینی لیواری,یک‌شنبه 10:30 تا 12:30,مخصوص ورودی ها - گروه آقایان ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی؛ مشترک است .,vc.sharif.edu/abedini1950
37620,10,2,تاریخ تحلیلی صدر اسلام,ابوالفضل عابدینی لیواری,یک‌شنبه 13 تا 15,گروه آقایان ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی؛ مشترک است .,vc.sharif.edu/abedini1950
37620,12,2,تاریخ تحلیلی صدر اسلام,ابوالفضل عابدینی لیواری,یک‌شنبه 15 تا 17,گروه آقایان ، دقت شود با دروس : تاریخ امامت و تاریخ فرهنگ و تمدن اسلامی؛ مشترک است .,vc.sharif.edu/abedini1950
37622,1,2,تاریخ امامت,مونس سیاح,چهارشنبه 10 تا 12,گروه خانم‌ها ، دقت شود با دروس : تاریخ تحلیلی صدراسلام و تاریخ فرهنگ و تمدن اسلامی ، مشترک است .,
37626,1,2,انقلاب اسلامی ایران,مونس سیاح,یک‌شنبه 13 تا 15,گروه خانم‌ها دقت شود با دروس : آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام  ، آشنایی با قانون اساسی،  مشترک است.,vc.sharif.edu/moones14
37626,2,2,انقلاب اسلامی ایران,سیدمهدی مدنی الخوانساری,یک‌شنبه 8 تا 10,گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,vc.sharif.edu/karevanrafto
37626,3,2,انقلاب اسلامی ایران,مونس سیاح,یک‌شنبه 15 تا 17,گروه خانم‌ها دقت شود با دروس : آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام  ، آشنایی با قانون اساسی،  مشترک است.,vc.sharif.edu/moones14
37626,4,2,انقلاب اسلامی ایران,سیدمهدی مدنی الخوانساری,یک‌شنبه 10:30 تا 12:30,گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,vc.sharif.edu/karevanrafto
37626,5,2,انقلاب اسلامی ایران,سیدمهدی مدنی الخوانساری,یک‌شنبه 15 تا 17,گروه خانم‌ها - دقت شود با دروس : آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام  ، آشنایی با قانون اساسی، مشترک است.,vc.sharif.edu/karevanrafto
37626,6,2,انقلاب اسلامی ایران,مهدی صفار دستگردی,سه‌شنبه 15 تا 17,گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,vc.sharif.edu/mdastgerdi
37626,8,2,انقلاب اسلامی ایران,مهدی صفار دستگردی,سه‌شنبه 17 تا 19,گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,vc.sharif.edu/mdastgerdi
37626,10,2,انقلاب اسلامی ایران,مصطفی نوروزی,چهارشنبه 10 تا 12,گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,vc.sharif.edu/mostafanorouzi
37626,12,2,انقلاب اسلامی ایران,مصطفی نوروزی,چهارشنبه 13 تا 15,مخصوص ورودی ها - گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,http://vc.sharif.edu/ch/mostafanorouzi
37626,14,2,انقلاب اسلامی ایران,مصطفی نوروزی,چهارشنبه 15 تا 17,گروه آقایان - دقت شود با دروس : ،آشنایی با قانون اساسی، آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام ؛ مشترک است .,vc.sharif.edu/mostafanorouzi
37626,16,2,انقلاب اسلامی ایران,سیدمهدی مدنی الخوانساری,شنبه 17 تا 19,مخصوص ورودی ها - گروه آقایان،دقت شود با دروس : آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام  ، آشنایی با قانون اساسی، مشترک است.,
37626,18,2,انقلاب اسلامی ایران,سیدمهدی مدنی الخوانساری,یک‌شنبه 17 تا 19,مخصوص ورودی ها - گروه آقایان،دقت شود با دروس : آشنایی با ارزشهای دفاع مقدس،اندیشه سیاسی امام  ، آشنایی با قانون اساسی، مشترک است.,
37635,1,2,مقدمه‌ای بر روانشناسی,میترا کلانتری,دوشنبه 15 تا 17,گروه خانم ‌ها ؛ این درس به عنوان درس اختیاری است و جایگزین دروس عمومی مرکز معارف اسلامی نمی‌باشد  .,vc.sharif.edu/kalantari
37635,2,2,مقدمه‌ای بر روانشناسی,اصغر نوروزی,چهارشنبه 10 تا 12,گروه آقایان ؛ این درس به عنوان درس اختیاری است و جایگزین دروس عمومی مرکز معارف اسلامی نمی‌باشد  .,vc.sharif.edu/asg.noruzi
37636,2,2,مقدمه‌ای بر جامعه شناسی,سیدمهدی مدنی الخوانساری,یک‌شنبه 13 تا 15,گروه آقایان -  این درس به عنوان درس اختیاری است و جایگزین دروس عمومی مرکز معارف اسلامی نمی‌باشد,vc.sharif.edu/karevanrafto
37637,2,2,مهارتهای زندگی دانشجوئی,اصغر نوروزی,چهارشنبه 13 تا 15,گروه آقایان -  این درس به عنوان درس اختیاری است و جایگزین دروس عمومی مرکز معارف اسلامی نمی‌باشد,vc.sharif.edu/asg.noruzi
40102,1,1,آز سخت‌افزار,علیرضا اجلالی,چهارشنبه 13:30 تا 16:30,,
40103,1,1,آز معماری کامپیوتر,حمید سربازی آزاد,چهارشنبه 9 تا 12,,
40103,2,1,آز معماری کامپیوتر,حمید سربازی آزاد,چهارشنبه 13:30 تا 16:30,,
40103,3,1,آز معماری کامپیوتر,حمید سربازی آزاد,دوشنبه 13:30 تا 16:30,,
40103,4,1,آز معماری کامپیوتر,حمید سربازی آزاد,شنبه 13:30 تا 16:30,,
40108,1,1,کارگاه کامپیوتر,مرتضی امینی,شنبه 15 تا 18,,https://cw.sharif.edu/
40108,2,1,کارگاه کامپیوتر,مرتضی امینی,یک‌شنبه 15 تا 18,,https://cw.sharif.edu/
40108,3,1,کارگاه کامپیوتر,مرتضی امینی,دوشنبه 15 تا 18,,https://cw.sharif.edu/
40108,4,1,کارگاه کامپیوتر,حمید ضرابی زاده,سه‌شنبه 15 تا 18,,https://cw.sharif.edu/
40108,6,1,کارگاه کامپیوتر,حمید ضرابی زاده,چهارشنبه 9 تا 12,,https://cw.sharif.edu/
40124,1,3,مبانی مدارهای الکتریکی و الکترونیکی,سمیه کوهی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/koohi
40124,2,3,مبانی مدارهای الکتریکی و الکترونیکی,سیاوش بیات,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/bayat
40126,1,3,ساختار و زبان کامپیوتر,حمید سربازی آزاد,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/azad
40126,2,3,ساختار و زبان کامپیوتر,حسین اسدی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/asadi
40153,1,3,مبانی برنامه‌سازی,محمد امین فضلی,یک‌شنبه و سه‌شنبه 13:30 تا 15,سی (مخصوص دانشجویان مهندسی کامپیوتر),vc.sharif.edu/fazli
40153,2,3,مبانی برنامه‌سازی,مهدی دادبخش,یک‌شنبه و سه‌شنبه 16:30 تا 18,سی (مخصوص دانشجویان مکانیک و هوافضا),cw.sharif.edu
40153,3,3,مبانی برنامه‌سازی,علی چکاه,یک‌شنبه و سه‌شنبه 16:30 تا 18,سی (مخصوص دانشجویان مکانیک و هوافضا),vc.sharif.edu/ali.chekah
40153,4,3,مبانی برنامه‌سازی,وحید خدابخشی,شنبه و دوشنبه 16:30 تا 18,سی (مخصوص دانشجویان مکانیک و هوافضا),cw.sharif.edu
40153,6,3,مبانی برنامه‌سازی,آریا کوثری,یک‌شنبه و سه‌شنبه 16:30 تا 18,پایتون (مخصوص دانش‌جویان م. شیمی، شیمی، مواد، عمران، فیزیک),vc.sharif.edu/aryakowsary
40153,7,3,مبانی برنامه‌سازی,امیراحسان داودی,یک‌شنبه و سه‌شنبه 16:30 تا 18,پایتون (مخصوص دانش‌جویان م. شیمی، شیمی، مواد، عمران، فیزیک),vc.sharif.edu/amirehsan.davoodi
40153,8,3,مبانی برنامه‌سازی,حمیدرضا صادقی,شنبه و دوشنبه 16:30 تا 18,پایتون (مخصوص دانش‌جویان م. شیمی، شیمی، مواد، عمران، فیزیک),vc.sharif.edu/sadeghihamid
40153,9,3,مبانی برنامه‌سازی,معصومه نفری قلعه ء,شنبه و دوشنبه 16:30 تا 18,پایتون (مخصوص دانش‌جویان م. شیمی، شیمی، مواد، عمران، فیزیک),cw.sharif.edu
40153,10,3,مبانی برنامه‌سازی,کامیار مفاخری,شنبه و دوشنبه 13:30 تا 15,پایتون (مخصوص دانش‌جویان م. شیمی، شیمی، مواد، عمران، فیزیک),
40153,11,3,مبانی برنامه‌سازی,احسان رعیت پیشه,یک‌شنبه و سه‌شنبه 9 تا 10:30,پایتون (مخصوص دانش‌جویان م. شیمی، شیمی، مواد، عمران، فیزیک),vc.sharif.edu/rayat
40153,12,3,مبانی برنامه‌سازی,علیرضا کدیور,شنبه و دوشنبه 9 تا 10:30,پایتون (مخصوص دانش‌جویان صنایع),cw.sharif.edu
40181,1,3,آمار و احتمال مهندسی,ابوالفضل مطهری,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/motahari
40181,2,3,آمار و احتمال مهندسی,علی شریفی زارچی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/sharifi
40203,1,1,آز طراحی سیستم‌های دیجیتال,علیرضا اجلالی,چهارشنبه 9 تا 12,,
40203,2,1,آز طراحی سیستم‌های دیجیتال,محسن انصاری,چهارشنبه 13:30 تا 16:30,,https://vc.sharif.edu/ch/ansari-ta
40203,3,1,آز طراحی سیستم‌های دیجیتال,علیرضا اجلالی,دوشنبه 9 تا 12,,
40203,4,1,آز طراحی سیستم‌های دیجیتال,محسن انصاری,دوشنبه 13:30 تا 16:30,,https://vc.sharif.edu/ch/ansari-ta
40206,1,1,آز مدارهای منطقی,محسن انصاری,چهارشنبه 9 تا 12,,https://vc.sharif.edu/ch/ansari-ta
40206,2,1,آز مدارهای منطقی,شاهین حسابی,چهارشنبه 13:30 تا 16:30,,
40206,6,1,آز مدارهای منطقی,محسن انصاری,شنبه 13:30 تا 16:30,,https://vc.sharif.edu/ch/ansari-ta
40211,1,2,زبان تخصصی کامپیوتر,ساشا مهدوی هزاوهء,دوشنبه 13:30 تا 16:30,,vc.sharif.edu/sasha.mahdavi
40211,2,2,زبان تخصصی کامپیوتر,ساشا مهدوی هزاوهء,چهارشنبه 9 تا 12,,vc.sharif.edu/sasha.mahdavi
40211,3,2,زبان تخصصی کامپیوتر,ساشا مهدوی هزاوهء,چهارشنبه 13:30 تا 16:30,,vc.sharif.edu/sasha.mahdavi
40212,1,3,مدارهای منطقی,لاله ارشدی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/la-arshadi
40215,1,3,محاسبات عددی,حمید سربازی آزاد، سمیرا حسین قربان,شنبه و دوشنبه 18 تا 19:30,,vc.sharif.edu/azad
40221,1,2,ارائه مطالب علمی و فنی,امیرحسین جهانگیر,دوشنبه 8:30 تا 10:30,,vc.sharif.edu/jahangir
40221,2,2,ارائه مطالب علمی و فنی,شهره کسائی,یک‌شنبه 13 تا 15,,vc.sharif.edu/kasaei
40221,3,2,ارائه مطالب علمی و فنی,سیدابراهیم ابطحی,چهارشنبه 13 تا 15,,vc.sharif.edu/abtahi
40221,4,2,ارائه مطالب علمی و فنی,شهره کسائی,سه‌شنبه 13 تا 15,,vc.sharif.edu/kasaei
40223,1,3,طراحی سیستم‌های دیجیتال,سیاوش بیات سرمدی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/sbayat
40242,1,3,سیگنال‌ها و سیستم‌ها,حسین صامتی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/sameti
40242,2,3,سیگنال‌ها و سیستم‌ها,محمدتقی منظوری شلمانی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/manzuri
40244,1,3,برنامه‌سازی پیشرفته,حمیدرضا حسینخانی,شنبه و دوشنبه 16:30 تا 18,,cw.sharif.edu
40254,1,3,ساختمان داده‌ها و الگوریتم‌ها,مهدی صفرنژاد بروجنی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/safarnejad
40254,2,3,ساختمان داده‌ها و الگوریتم‌ها,محمد علی آبام,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/abam
40282,1,3,جبر خطی,حمیدرضا ربیعی، مریم رمضانی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/rabiee
40282,2,3,جبر خطی,سمیرا حسین قربان,شنبه و دوشنبه 16:30 تا 18,,cw.sharif.edu
40323,1,3,معماری کامپیوتر,لاله ارشدی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/la-arshadi
40324,1,3,بازیابی پیشرفته اطلاعات,حمید بیگی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/beigy
40343,1,3,انتقال داده‌ها,علی محمد-افشین همت یار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,cw.sharif.edu
40353,1,3,طراحی VLSI,شاهین حسابی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/hessabi
40354,1,3,طراحی الگوریتم‌ها,حمید ضرابی زاده,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/zarrabi
40384,1,3,طراحی پایگاه داده‌ها,مرتضی امینی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/amini
40384,2,3,طراحی پایگاه داده‌ها,مجتبی مصطفوی قهفرخی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,
40384,3,3,طراحی پایگاه داده‌ها,مجتبی ورمزیار,شنبه و دوشنبه 16:30 تا 18,,cw.sharif.edu
40404,1,1,آز مهندسی نرم‌افزار,سیدحسن میریان حسین آبادی,شنبه 16:30 تا 19,,
40408,1,1,آز سیستم‌های عامل,حمید بیگی,چهارشنبه 9 تا 12,,
40408,2,1,آز سیستم‌های عامل,حمید بیگی,چهارشنبه 13:30 تا 16:30,,
40414,1,3,طراحی کامپایلرها,غلامرضا قاسم ثانی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/sani
40414,2,3,طراحی کامپایلرها,سمانه حسینمردی,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/s.hosseinmardi.sharif
40415,1,3,نظریه زبان‌ها و ماشین‌ها,علی موقررحیم آبادی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/movaghar
40416,1,1,آز شبکه‌های کامپیوتری,بردیا صفائی,چهارشنبه 9 تا 12,,
40416,2,1,آز شبکه‌های کامپیوتری,بردیا صفائی,چهارشنبه 13:30 تا 16:30,,
40417,1,3,هوش مصنوعی,محمد حسین رهبان,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/rohban
40417,2,3,هوش مصنوعی,مهدیه سلیمانی باغشاه,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/soleymani
40418,1,3,تحلیل و طراحی سیستم‌ها,مهدی مصطفی زاده,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/mmostafazadeh
40418,2,3,تحلیل و طراحی سیستم‌ها,حمیدرضا احمدیان,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/hr.ahmadian
40419,1,3,برنامه‌سازی وب,امید جعفری نژاد,یک‌شنبه و سه‌شنبه 9 تا 10:30,,cw.sharif.edu
40424,1,3,سیستم‌های عامل,حسین اسدی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/asadi
40424,2,3,سیستم‌های عامل,مهدی دادبخش,شنبه و دوشنبه 16:30 تا 18,,cw.sharif.edu
40428,1,3,مدیریت پروژ‌ه‌‌های فناوری اطلاعات,سیدابراهیم ابطحی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/abtahi
40429,1,3,برنامه‌سازی موبایل,سعید ناری,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/nari
40441,1,3,امنیت داده و شبکه,مهدی خرازی,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/kharrazi
40441,2,3,امنیت داده و شبکه,کامبیز میزانیان,یک‌شنبه و سه‌شنبه 9 تا 10:30,,cw.sharif.edu
40443,1,3,شبکه‌های کامپیوتری,مهدی جعفری سیاوشانی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/mjafari
40443,2,3,شبکه‌های کامپیوتری,کامبیز میزانیان,یک‌شنبه و سه‌شنبه 15 تا 16:30,,cw.sharif.edu
40462,1,3,سیستم‌‌های نهفته,محسن انصاری,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/ansari
40474,1,3,مهندسی نرم‌افزار,مهران ریواده,شنبه و دوشنبه 7:30 تا 9,,cw.sharif.edu
40474,2,3,مهندسی نرم‌افزار,میثم نظریانی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/meisam.nazariani
40475,1,3,ایجاد چابک نرم‌افزار,رامان رامسین,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/ramsin
40494,1,3,مقدمه‌ای بر بیوانفورماتیک,سمیه کوهی، علی شریفی زارچی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/koohi
40495,1,3,زیست‌شناسی سلولی و مولکولی,حمیدرضا کلهر,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/kalhor
40496,1,3,ژنتیک و تکامل,شاهین روحانی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/srouhani
40548,1,3,سیستم‌های پشتیبانی تصمیم‌گیری,جعفر حبیبی، میثم نظریانی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/jhabibi
40552,1,3,ژنومیک محاسباتی,ابوالفضل مطهری، محمد هادی فروغمند اعرابی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/motahari
40559,1,3,طراحی محاسباتی دارو,علی محمدیان,شنبه 15 تا 18,,cw.sharif.edu
40571,1,3,مفاهیم پیشرفته در بیوانفورماتیک,محمد حسین رهبان,یک‌شنبه و سه‌شنبه 15 تا 16:30,عنوان درس: تحلیل هوشمند تصاویر زیست‌پزشکی,vc.sharif.edu/rohban
40572,1,3,مفاهیم پیشرفته در بیوانفورماتیک2,بابک حسین خلج، مجتبی تفاق,یک‌شنبه و سه‌شنبه 13:30 تا 15,"عنوان درس: زیست شناسی مصنوعی و طراحی شبکه زیستی

این درس قابل تطبیق با درس زیست شناسی سامانه ای محاسباتی است.",vc.sharif.edu/khalaj
40616,1,3,بینایی پیشرفته سه‌بعدی کامپیوتری,شهره کسائی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/kasaei
40626,1,3,مخابرات سیار,علی محمد-افشین همت یار,یک‌شنبه و سه‌شنبه 18 تا 19:30,,cw.sharif.edu
40628,1,3,شبکه‌های بی‌سیم,بردیا صفائی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,https://vc.sharif.edu/bsafaei
40632,1,3,طراحی سیستم‌های تحمل‌پذیر اشکال,علیرضا اجلالی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/ejlali
40634,1,3,شبیه‌سازی کامپیوتری,بردیا صفائی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,https://vc.sharif.edu/bsafaei
40637,1,3,برنامه‌ریزی در هوش مصنوعی,غلامرضا قاسم ثانی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/sani
40638,1,3,سامانه‌های پیشرفته ذخیره‌سازی داده,حسین اسدی,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/asadi
40642,1,3,شبکه‌های اجتماعی و اقتصادی,محمد امین فضلی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/fazli
40646,1,3,معماری نرم‌افزار,جعفر حبیبی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/jhabibi
40676,1,3,نظریه اطلاعات و کدینگ,مهدی جعفری سیاوشانی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/mjafari
40677,1,3,پردازش زبان‌های طبیعی,احسان الدین عسگری,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/asgari
40685,1,3,الگوریتم‌های تصادفی,محمد علی آبام,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/abam
40693,1,3,شبکه‌های کامپیوتری پیشرفته,کامبیز میزانیان,یک‌شنبه و سه‌شنبه 13:30 تا 15,,cw.sharif.edu
40695,1,3,فرآیندهای تصادفی,حمیدرضا ربیعی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/rabiee
40717,1,3,یادگیری ماشین,مهدیه سلیمانی باغشاه,یک‌شنبه و سه‌شنبه 16:30 تا 18,مخصوص دانشجویان کارشناسی ارشد,vc.sharif.edu/soleymani
40717,2,3,یادگیری ماشین,بهروز آذرخلیلی، علی شریفی زارچی,یک‌شنبه و سه‌شنبه 9 تا 10:30,مخصوص دانشجویان کارشناسی,vc.sharif.edu/sharifi
40719,1,3,یادگیری ژرف,حمید بیگی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/beigy
40723,1,3,معماری پیشرفته کامپیوتر,امیرحسین جهانگیر,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/jahangir
40724,1,3,متدولوژی‌های ایجاد نرم‌افزار,رامان رامسین,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/ramsin
40734,1,3,امنیت پایگاه داده,رسول جلیلی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/jalili
40745,1,3,توصیف و وارسی برنامه‌ها,سیدحسن میریان حسین آبادی,شنبه و دوشنبه 9 تا 10:30,,cw.sharif.edu
40749,1,3,امنیت و اعتماد سخت‌افزاری,سیاوش بیات سرمدی,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/sbayat
40763,1,3,پردازش علائم دیجیتال,محمدتقی منظوری شلمانی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/manzuri
40765,1,3,الگوریتم‌های پیشرفته,محمد قدسی,یک‌شنبه و سه‌شنبه 10:30 تا 12,این درس بصورت مجازی برگزار می شود,vc.sharif.edu/ghodsi
40783,1,3,طراحی VLSI پیشرفته,شاهین حسابی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/hessabi
40815,1,3,سامانه‌های نرم‌افزاری امن,مهدی خرازی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/kharrazi
40820,1,3,رمزنگاری کاربردی,معصومه کوچک شوشتری,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/m.koochak
40824,1,3,ارزیابی کارایی کامپیوترها,علی موقررحیم آبادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/movaghar
40828,1,3,آزمون نرم‌افزار,سیدحسن میریان حسین آبادی,شنبه و دوشنبه 10:30 تا 12,,cw.sharif.edu
40833,1,3,بازشناسی گفتار,حسین صامتی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/sameti
40834,1,3,الگوریتم‌های تقریبی,حمید ضرابی زاده,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/zarrabi
40843,1,3,مفاهیم پیشرفته معماری کامپیوتر,حمید سربازی آزاد، هاجر فلاحتی,شنبه و دوشنبه 15 تا 16:30,عنوان درس: پیاده سازی کارای شبکه های ژرف,cw.sharif.edu
40844,1,3,مفاهیم پیشرفته در معماری کامپیوتر ۲,محسن انصاری,یک‌شنبه و سه‌شنبه 13:30 تا 15,عنوان درس: سامانه‌های رایا-فیزیکی,vc.sharif.edu/ansari
40853,1,3,شبکه‌های میان‌ارتباطی,حمید سربازی آزاد,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/azad
42118,1,3,فلسفه اسلامی ۱,سیدحسن حسینی سروری,یک‌شنبه 9 تا 12,«از دروس الزامی دوره ارشد»، ویژه دانشجویان ارشد ورودی 1401 گروه,vc.sharif.edu/hoseinih
42223,1,3,تاریخ علم ۲,جعفر آقایانی چاوشی,دوشنبه 13 تا 16,«از دروس اختیاری دورۀ ارشد» - کلیه دانشجویان گروه و دانشگاه,cw.sharif.edu
